sentence,sentence_id,target_idx,instance_id,target,worker_id,general_comment,question_template_worker,question_worker,answer_worker,answer_range_worker,property_worker,comment_worker,expert_id,question_template_expert,question_expert,answer_expert,answer_range_expert,property_expert,comment_expert,mismatch_type
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,1,Wiki1k:wikinews:614764:0:1_1,relation,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,What/Who is a part/member of [W]?,What is a member of relation?,complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age,"(4, 22)",,"Hard to find appropriate question.
QANom is much better here",answer
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,1,Wiki1k:wikinews:614764:0:1_1,relation,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,What/Who is a part/member of [W]?,What is a member of relation?,Hall was charged with three counts of indecent assault after being arrested Wednesday,"(23, 36)",,,answer
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,13,Wiki1k:wikinews:614764:0:1_13,females,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,What is the [PROPERTY] of (the) [W]?,What is the age of (the) females?,between eight and seventeen years of age,"(15, 22)",age,,answer
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,18,Wiki1k:wikinews:614764:0:1_18,years,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,What kind of [W]?,What kind of years?,of age,"(20, 22)",,,answer
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,20,Wiki1k:wikinews:614764:0:1_20,age,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,Whose [W]?,Whose age?,three females,"(13, 15)",,,answer
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,27,Wiki1k:wikinews:614764:0:1_27,counts,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,What is the [PROPERTY] of (the) [W]?,What is the content of (the) counts?,indecent assault,"(30, 32)",content,,answer
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,3,Wiki1k:wikinews:614764:0:1_3,complaints,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,What is the [PROPERTY] of (the) [W]?,What is the content of (the) complaints?,alleged events between 1974 and 1984 involving three females between eight and seventeen years of age,"(6, 22)",content,,answer
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,3,Wiki1k:wikinews:614764:0:1_3,complaints,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,What is the [PROPERTY] of (the) [W]?,What is the object of (the) complaints?,Hall,"(23, 24)",object,,answer
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,30,Wiki1k:wikinews:614764:0:1_30,assault,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,How much /How many [W]?,How much /How many assault?,three counts,"(27, 29)",,,answer
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,30,Wiki1k:wikinews:614764:0:1_30,assault,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,What is the [PROPERTY] of (the) [W]?,What is the victim of (the) assault?,three females between eight and seventeen years of age,"(13, 22)",victim,,answer
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,30,Wiki1k:wikinews:614764:0:1_30,assault,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,When is the [W]?,When is the assault?,between 1974 and 1984,"(8, 12)",,,answer
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,6,Wiki1k:wikinews:614764:0:1_6,events,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,What is the [PROPERTY] of (the) [W]?,What is the veracity of (the) events?,alleged,"(6, 7)",veracity,,answer
"There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .",Wiki1k:wikipedia:19572217:14:6,7,Wiki1k:wikipedia:19572217:14:6_7,subtypes,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,How much /How many [W]?,How much /How many subtypes?,16,"(3, 4)",,,answer
"There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .",Wiki1k:wikipedia:19572217:14:6,7,Wiki1k:wikipedia:19572217:14:6_7,subtypes,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,What kind of [W]?,What kind of subtypes?,H,"(4, 5)",,,answer
"There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .",Wiki1k:wikipedia:19572217:14:6,7,Wiki1k:wikipedia:19572217:14:6_7,subtypes,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,How much /How many [W]?,How much /How many subtypes?,9,"(6, 7)",,,answer
"There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .",Wiki1k:wikipedia:19572217:14:6,7,Wiki1k:wikipedia:19572217:14:6_7,subtypes,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,What kind of [W]?,What kind of subtypes?,N,"(7, 8)",,,answer
"There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .",Wiki1k:wikipedia:19572217:14:6,7,Wiki1k:wikipedia:19572217:14:6_7,subtypes,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,What/Who is a part/member of [W]?,What is a part of subtypes?,"H 1 , 2 and 3 , and N 1 and 2","(13, 25)",,,answer
The first Austrian film director to receive an Academy Award was Stefan Ruzowitzky .,Wiki1k:wikipedia:26964606:106:0,4,Wiki1k:wikipedia:26964606:106:0_4,director,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,What/Who is (the) [W]?,Who is (the) director?,Stefan Ruzowitzky,"(12, 14)",,,answer
The first Austrian film director to receive an Academy Award was Stefan Ruzowitzky .,Wiki1k:wikipedia:26964606:106:0,4,Wiki1k:wikipedia:26964606:106:0_4,director,AKQAI78JTXXC9,,,,,,,,AZC7J87AH18DW,What is the [PROPERTY] of (the) [W]?,What is the domain of (the) director?,film director,"(4, 6)",domain,,answer
"`` I hope I can get information soon on the whereabouts of our family members , '' one weeping woman at Juanda told Antara .",Wiki1k:wikinews:1823406:7:0,6,Wiki1k:wikinews:1823406:7:0_6,information,AKQAI78JTXXC9,,What kind of [W]?,What kind of information?,the whereabouts of our family members,"(10, 16)",,,AZC7J87AH18DW,What is the [PROPERTY] of (the) [W]?,What is the content of (the) information?,the whereabouts of our family members,"(10, 16)",content,,question
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,29,Wiki1k:wikinews:614764:0:1_29,indecent,AKQAI78JTXXC9,,What kind of [W]?,What kind of indecent?,assault,"(31, 32)",,,AZC7J87AH18DW,What/Who is (the) [W]?,What is (the) indecent?,assault,"(31, 32)",,Not a noun - it's an adjective!,question
The first Austrian film director to receive an Academy Award was Stefan Ruzowitzky .,Wiki1k:wikipedia:26964606:106:0,4,Wiki1k:wikipedia:26964606:106:0_4,director,AKQAI78JTXXC9,,What kind of [W]?,What kind of director?,Austrian film,"(3, 5)",,,AZC7J87AH18DW,What is the [PROPERTY] of (the) [W]?,What is the nationality of (the) director?,Austrian,"(3, 4)",nationality,,question
"`` I hope I can get information soon on the whereabouts of our family members , '' one weeping woman at Juanda told Antara .",Wiki1k:wikinews:1823406:7:0,13,Wiki1k:wikinews:1823406:7:0_13,family,AVBRJBJONL47I,,Whose [W]?,Whose family?,one weeping woman,"(18, 20)",,,,,,,,,,answer
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,6,Wiki1k:wikinews:614764:0:1_6,events,AVBRJBJONL47I,,What/Who is a part/member of [W]?,Who is a part of events?,three females between eight and seventeen years of age,"(13, 21)",,,,,,,,,,answer
Jenny cognitively assesses the snake in her presence .,Wiki1k:wikipedia:10406:28:0,4,Wiki1k:wikipedia:10406:28:0_4,snake,AVBRJBJONL47I,,Where is the [W]?,Where is the snake?,in her presence,"(6, 8)",,,,,,,,,,answer
Jenny cognitively assesses the snake in her presence .,Wiki1k:wikipedia:10406:28:0,7,Wiki1k:wikipedia:10406:28:0_7,presence,AVBRJBJONL47I,,What/Who is a part/member of [W]?,Who is a part of presence?,the snake,"(4, 5)",,,,,,,,,,answer
They do not prepare food and live only on what people offer them .,Wiki1k:wikipedia:16016:33:6,10,Wiki1k:wikipedia:16016:33:6_10,people,AVBRJBJONL47I,,What is the [PROPERTY] of (the) [W]?,What is the offering of (the) people?,food,"(5, 6)",offering,,,,,,,,,answer
They do not prepare food and live only on what people offer them .,Wiki1k:wikipedia:16016:33:6,4,Wiki1k:wikipedia:16016:33:6_4,food,AVBRJBJONL47I,,Whose [W]?,Whose food?,people,"(11, 12)",,,,,,,,,,answer
"There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .",Wiki1k:wikipedia:19572217:14:6,28,Wiki1k:wikipedia:19572217:14:6_28,humans,AVBRJBJONL47I,,What/Who is a part/member of [W]?,What is a part of humans?,"H 1 , 2 and 3 , and N 1 and 2","(13, 24)",,,,,,,,,,answer
"There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .",Wiki1k:wikipedia:19572217:14:6,7,Wiki1k:wikipedia:19572217:14:6_7,subtypes,AVBRJBJONL47I,,How much /How many [W]?,How much /How many subtypes?,16 H and 9 N,"(3, 7)",,,,,,,,,,answer
The first Austrian film director to receive an Academy Award was Stefan Ruzowitzky .,Wiki1k:wikipedia:26964606:106:0,3,Wiki1k:wikipedia:26964606:106:0_3,film,AVBRJBJONL47I,,Whose [W]?,Whose film?,Stefan Ruzowitzky,"(12, 13)",,,,,,,,,,answer
"`` I hope I can get information soon on the whereabouts of our family members , '' one weeping woman at Juanda told Antara .",Wiki1k:wikinews:1823406:7:0,13,Wiki1k:wikinews:1823406:7:0_13,family,AVBRJBJONL47I,,,,,,,,AZC7J87AH18DW,Whose [W]?,Whose family?,our,"(13, 14)",,,answer
"`` I hope I can get information soon on the whereabouts of our family members , '' one weeping woman at Juanda told Antara .",Wiki1k:wikinews:1823406:7:0,13,Wiki1k:wikinews:1823406:7:0_13,family,AVBRJBJONL47I,,,,,,,,AZC7J87AH18DW,Whose [W]?,Whose family?,one weeping woman at Juanda,"(18, 23)",,,answer
"`` I hope I can get information soon on the whereabouts of our family members , '' one weeping woman at Juanda told Antara .",Wiki1k:wikinews:1823406:7:0,19,Wiki1k:wikinews:1823406:7:0_19,woman,AVBRJBJONL47I,,,,,,,,AZC7J87AH18DW,How much /How many [W]?,How much /How many woman?,one,"(18, 19)",,,answer
"Australia had a loss to Canada 50 -- 57 , but bounced back to win against the Netherlands , 58 -- 49 .",Wiki1k:wikinews:523166:1:2,3,Wiki1k:wikinews:523166:1:2_3,loss,AVBRJBJONL47I,,,,,,,,AZC7J87AH18DW,How much /How many [W]?,How much /How many loss?,50 -- 57,"(7, 10)",,,answer
"Australia had a loss to Canada 50 -- 57 , but bounced back to win against the Netherlands , 58 -- 49 .",Wiki1k:wikinews:523166:1:2,3,Wiki1k:wikinews:523166:1:2_3,loss,AVBRJBJONL47I,,,,,,,,AZC7J87AH18DW,What is the [PROPERTY] of (the) [W]?,What is the counterpart of (the) loss?,Canada,"(6, 7)",counterpart,,answer
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,18,Wiki1k:wikinews:614764:0:1_18,years,AVBRJBJONL47I,,,,,,,,AZC7J87AH18DW,What kind of [W]?,What kind of years?,of age,"(20, 22)",,,answer
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,27,Wiki1k:wikinews:614764:0:1_27,counts,AVBRJBJONL47I,,,,,,,,AZC7J87AH18DW,What is the [PROPERTY] of (the) [W]?,What is the content of (the) counts?,indecent assault,"(30, 32)",content,,answer
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,30,Wiki1k:wikinews:614764:0:1_30,assault,AVBRJBJONL47I,,,,,,,,AZC7J87AH18DW,How much /How many [W]?,How much /How many assault?,three counts,"(27, 29)",,,answer
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,30,Wiki1k:wikinews:614764:0:1_30,assault,AVBRJBJONL47I,,,,,,,,AZC7J87AH18DW,When is the [W]?,When is the assault?,between 1974 and 1984,"(8, 12)",,,answer
"In relation to complaints about alleged events between 1974 and 1984 involving three females between eight and seventeen years of age , Hall was charged with three counts of indecent assault after being arrested Wednesday .",Wiki1k:wikinews:614764:0:1,6,Wiki1k:wikinews:614764:0:1_6,events,AVBRJBJONL47I,,,,,,,,AZC7J87AH18DW,When is the [W]?,When is the events?,between 1974 and 1984,"(8, 12)",,,answer
"There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .",Wiki1k:wikipedia:19572217:14:6,7,Wiki1k:wikipedia:19572217:14:6_7,subtypes,AVBRJBJONL47I,,,,,,,,AZC7J87AH18DW,How much /How many [W]?,How much /How many subtypes?,16,"(3, 4)",,,answer
"There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .",Wiki1k:wikipedia:19572217:14:6,7,Wiki1k:wikipedia:19572217:14:6_7,subtypes,AVBRJBJONL47I,,,,,,,,AZC7J87AH18DW,What kind of [W]?,What kind of subtypes?,H,"(4, 5)",,,answer
"There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .",Wiki1k:wikipedia:19572217:14:6,7,Wiki1k:wikipedia:19572217:14:6_7,subtypes,AVBRJBJONL47I,,,,,,,,AZC7J87AH18DW,How much /How many [W]?,How much /How many subtypes?,9,"(6, 7)",,,answer
"There are 16 H and 9 N subtypes known , but only H 1 , 2 and 3 , and N 1 and 2 are commonly found in humans .",Wiki1k:wikipedia:19572217:14:6,7,Wiki1k:wikipedia:19572217:14:6_7,subtypes,AVBRJBJONL47I,,,,,,,,AZC7J87AH18DW,What kind of [W]?,What kind of subtypes?,N,"(7, 8)",,,answer
